country,survey_start_year,year,lat,lon,GID_1,GID_2,households,rural,iwi
burundi,2016,2017,-3.9758010000000015,29.454323000000013,BDI.4,BDI.4.7,30,0,26.06957393333333
burundi,2016,2017,-3.630944,29.43400199999999,BDI.3,BDI.3.8,30,1,18.4372081
burundi,2016,2017,-3.9752859999999983,29.44875100000001,BDI.4,BDI.4.7,25,0,24.52039544
burundi,2016,2017,-3.899207000000001,29.410495999999995,BDI.4,BDI.4.7,29,1,19.02811813793103
burundi,2016,2017,-3.9729459999999976,29.43891399999999,BDI.4,BDI.4.7,26,0,34.13919753846153
burundi,2016,2017,-3.6722720872700014,29.35481870570001,BDI.3,BDI.3.1,29,1,16.79541524137931
burundi,2016,2017,-3.897785999999997,29.445893999999985,BDI.4,BDI.4.1,30,1,17.9790734
burundi,2016,2017,-4.023672000000002,30.12688100000002,BDI.16,BDI.16.1,28,0,25.795212321428576
burundi,2016,2017,-3.870396,30.27411299999997,BDI.16,BDI.16.2,30,1,13.346349100000005
burundi,2016,2017,-3.996658999999998,29.94658900000001,BDI.16,BDI.16.3,30,1,18.9872477
burundi,2016,2017,-4.022885000000001,30.13795800000002,BDI.16,BDI.16.1,30,0,63.31924083333332
burundi,2016,2017,-4.083298,29.920902999999985,BDI.16,BDI.16.3,30,1,19.3480762
burundi,2016,2017,-3.986271000000001,29.876108000000013,BDI.16,BDI.16.3,29,1,21.980502275862072
burundi,2016,2017,-3.841817000000002,29.953601000000017,BDI.16,BDI.16.6,27,1,18.130505259259262
burundi,2016,2017,-4.049006000000002,30.028917999999983,BDI.16,BDI.16.1,29,1,16.651301724137934
burundi,2016,2017,-3.796593000000001,30.07626400000001,BDI.16,BDI.16.5,29,1,14.536879620689655
burundi,2016,2017,-4.045209999999998,30.127948999999976,BDI.16,BDI.16.1,28,1,19.281245
burundi,2016,2017,-3.963420999999998,30.150563000000005,BDI.16,BDI.16.2,25,1,17.556440879999997
burundi,2016,2017,-3.93408,29.98210300000002,BDI.16,BDI.16.6,30,1,21.99726063333333
burundi,2016,2017,-4.006247000000001,29.94772899999999,BDI.16,BDI.16.3,29,1,14.318800034482758
burundi,2016,2017,-3.806359999999999,30.03415199999998,BDI.16,BDI.16.5,29,1,12.137540172413791
burundi,2016,2017,-3.309004000000001,30.286779000000017,BDI.17,BDI.17.2,29,1,11.50792013793104
burundi,2016,2017,-3.614761000000001,30.397376000000005,BDI.17,BDI.17.5,25,1,13.32761096
burundi,2016,2017,-3.4025270000000014,30.108448999999982,BDI.17,BDI.17.2,27,1,14.572153518518515
burundi,2016,2017,-3.629013,30.382895999999988,BDI.17,BDI.17.5,28,1,10.307623285714287
burundi,2016,2017,-3.6593210000000016,30.33794,BDI.17,BDI.17.5,27,1,14.450608222222222
burundi,2016,2017,-3.592686,30.41211799999999,BDI.17,BDI.17.5,28,1,10.76498667857143
burundi,2016,2017,-3.2770809999999995,30.36540400000001,BDI.17,BDI.17.3,28,1,13.01965525
burundi,2016,2017,-3.466032999999999,30.251894,BDI.17,BDI.17.7,31,0,29.54419512903225
burundi,2016,2017,-3.530154,30.27286100000001,BDI.17,BDI.17.6,28,1,19.56642189285714
burundi,2016,2017,-3.297736,30.31604200000001,BDI.17,BDI.17.2,28,1,15.772594821428571
burundi,2016,2017,-3.452019000000002,30.23778000000001,BDI.17,BDI.17.7,29,0,40.849576413793095
burundi,2016,2017,-3.494249999999999,30.254417,BDI.17,BDI.17.7,24,0,38.5259525
burundi,2016,2017,-3.2873490000000007,30.32469900000001,BDI.17,BDI.17.3,25,1,14.75416104
cameroon,2018,2018,7.507565,13.855296000000006,CMR.1,CMR.1.5,28,1,20.247326357142857
cameroon,2018,2018,7.296651999999996,13.601149,CMR.1,CMR.1.5,27,0,45.965962222222224
cameroon,2018,2018,7.371613999999996,12.661943000000006,CMR.1,CMR.1.2,28,0,40.84002350000001
cameroon,2018,2018,6.602355999999997,14.241200999999991,CMR.1,CMR.1.4,27,1,22.68402788888889
cameroon,2018,2018,6.211321999999998,14.049473,CMR.1,CMR.1.4,25,1,10.7362384
cameroon,2018,2018,7.047036999999999,14.44424199999999,CMR.1,CMR.1.5,27,0,33.98513074074074
cameroon,2018,2018,6.513643000000001,14.292897999999994,CMR.1,CMR.1.4,28,0,48.073318642857146
cameroon,2018,2018,7.304362999999997,13.570785,CMR.1,CMR.1.5,28,0,61.17894221428571
cameroon,2018,2018,7.321591000000003,13.592722999999998,CMR.1,CMR.1.5,26,0,53.87212176923075
cameroon,2018,2018,7.327178000000003,12.514954999999992,CMR.1,CMR.1.2,28,1,18.331923928571427
cameroon,2018,2018,6.989541000000002,11.685156000000005,CMR.1,CMR.1.3,28,1,10.637454928571431
cameroon,2018,2018,7.796326999999997,12.404241000000008,CMR.1,CMR.1.2,28,1,14.749749357142862
cameroon,2018,2018,6.528962000000004,14.299793000000006,CMR.1,CMR.1.4,28,0,32.561306357142854
cameroon,2018,2018,6.747287,11.809019999999997,CMR.1,CMR.1.3,28,0,39.97898971428572
cameroon,2018,2018,7.3182319999999965,13.581169999999991,CMR.1,CMR.1.5,28,0,50.11899428571429
cameroon,2018,2018,6.734581999999999,11.742844999999996,CMR.1,CMR.1.3,27,1,13.136776074074076
cameroon,2018,2018,7.454838999999994,13.593494000000003,CMR.1,CMR.1.5,28,1,42.72437382142857
cameroon,2018,2018,7.715860999999998,13.845905000000002,CMR.1,CMR.1.5,28,1,19.29777671428571
cameroon,2018,2018,6.299176999999997,11.601229999999994,CMR.1,CMR.1.3,26,1,12.551030923076926
cameroon,2018,2018,6.4493699999999965,13.899091999999998,CMR.1,CMR.1.4,28,1,14.773943821428574
cameroon,2018,2018,7.413099999999996,13.548874000000009,CMR.1,CMR.1.5,28,1,50.17912239285713
cameroon,2018,2018,6.502415000000004,11.549602999999998,CMR.1,CMR.1.3,26,0,36.42334088461538
cameroon,2018,2018,6.468370999999999,12.613832,CMR.1,CMR.1.1,27,0,43.30976751851853
cameroon,2018,2018,7.232484000000001,14.168674000000005,CMR.1,CMR.1.5,18,1,19.91439777777778
cameroon,2018,2018,6.990894999999997,14.979453999999995,CMR.1,CMR.1.4,23,1,17.20448391304348
cameroon,2018,2018,6.614584,12.944426000000004,CMR.1,CMR.1.1,28,1,16.69054417857143
cameroon,2018,2018,6.462277,13.267282000000003,CMR.1,CMR.1.1,27,0,34.58885166666667
cameroon,2018,2018,6.481658000000001,11.295456,CMR.1,CMR.1.3,26,1,23.540771692307697
cameroon,2018,2018,7.320946,13.595693,CMR.1,CMR.1.5,26,0,51.94209396153845
cameroon,2018,2018,6.520461999999999,13.187004,CMR.1,CMR.1.1,24,1,10.030419125
cameroon,2018,2018,7.217011000000006,13.377280999999998,CMR.1,CMR.1.5,27,1,20.3948282962963
cameroon,2018,2018,7.3420409999999965,13.581633000000007,CMR.1,CMR.1.5,28,0,50.13027917857143
cameroon,2018,2018,6.898609999999998,14.116911000000002,CMR.1,CMR.1.5,28,1,18.053931464285714
cameroon,2018,2018,6.821945999999998,12.173967000000005,CMR.1,CMR.1.1,28,1,14.357518964285712
cameroon,2018,2018,3.891965999999997,10.834808000000002,CMR.2,CMR.2.8,27,1,48.601396296296286
cameroon,2018,2018,4.046223999999998,10.72858,CMR.2,CMR.2.8,28,1,40.59905957142856
cameroon,2018,2018,3.541589000000001,11.971560000000006,CMR.2,CMR.2.9,28,1,26.097974357142853
cameroon,2018,2018,4.327967,12.475313000000009,CMR.2,CMR.2.9,28,1,14.281438035714284
cameroon,2018,2018,4.6615910000000005,12.390692,CMR.2,CMR.2.1,28,0,52.63429949999999
cameroon,2018,2018,4.09988,11.878806999999997,CMR.2,CMR.2.5,26,0,32.56031488461539
cameroon,2018,2018,4.364153000000001,11.266164000000002,CMR.2,CMR.2.2,28,0,41.88902539285715
cameroon,2018,2018,3.525336,11.513008000000006,CMR.2,CMR.2.10,27,0,62.190009407407416
cameroon,2018,2018,3.9806860000000017,11.580445999999997,CMR.2,CMR.2.5,28,0,60.44894514285712
cameroon,2018,2018,3.7802209999999983,12.253642000000008,CMR.2,CMR.2.9,28,0,47.17503475
cameroon,2018,2018,3.974691000000003,11.594460000000003,CMR.2,CMR.2.5,28,0,56.86540957142857
cameroon,2018,2018,4.182978000000002,11.270601,CMR.2,CMR.2.2,27,1,35.84020462962963
cameroon,2018,2018,3.4954319999999988,11.499840000000004,CMR.2,CMR.2.10,27,0,57.77993618518521
cameroon,2018,2018,3.231527,11.458611,CMR.2,CMR.2.10,27,1,22.618275740740746
cameroon,2018,2018,4.5446589999999984,11.426388999999997,CMR.2,CMR.2.4,28,1,35.78101996428571
cameroon,2018,2018,4.648185999999998,11.305489,CMR.2,CMR.2.3,28,1,25.054743821428566
cameroon,2018,2018,3.811606,11.603266,CMR.2,CMR.2.5,28,1,55.74940925
cameroon,2018,2018,3.6890800000000006,11.38921,CMR.2,CMR.2.6,27,1,34.171287888888884
cameroon,2018,2018,3.4803059999999992,11.282884,CMR.2,CMR.2.6,26,1,28.533286346153847
cameroon,2018,2018,3.962755000000001,11.301898999999995,CMR.2,CMR.2.2,28,1,21.490629392857148
cameroon,2018,2018,4.554889000000002,11.379684999999997,CMR.2,CMR.2.4,28,0,44.220440785714295
cameroon,2018,2018,4.359663999999999,11.435174999999996,CMR.2,CMR.2.2,28,0,48.15903935714287
cameroon,2018,2018,3.981030000000001,12.013033000000004,CMR.2,CMR.2.5,28,1,19.40784796428571
cameroon,2018,2018,4.387989000000002,11.827721999999996,CMR.2,CMR.2.1,28,1,29.98996117857143
cameroon,2018,2018,4.335291999999998,11.470295000000002,CMR.2,CMR.2.2,28,1,36.70493964285714
cameroon,2018,2018,3.999876,11.484569,CMR.2,CMR.2.2,27,1,46.65336488888888
cameroon,2018,2018,4.885645999999999,10.79789399999999,CMR.2,CMR.2.3,28,0,42.62089089285713
cameroon,2018,2018,3.635148999999999,10.784375000000004,CMR.2,CMR.2.8,27,0,51.73681903703704
cameroon,2018,2018,3.646496999999997,11.569624,CMR.2,CMR.2.5,28,1,45.95353978571429
cameroon,2018,2018,4.333516000000002,11.261496,CMR.2,CMR.2.2,28,1,38.46837625
cameroon,2018,2018,4.537451000000002,11.044174,CMR.2,CMR.2.3,28,1,22.72068003571428
cameroon,2018,2018,4.732893000000002,11.685174000000002,CMR.2,CMR.2.4,28,1,27.667881178571427
cameroon,2018,2018,5.008426999999999,11.253784999999995,CMR.2,CMR.2.3,28,1,27.58722646428571
cameroon,2018,2018,4.438243999999998,11.901472000000007,CMR.2,CMR.2.1,28,0,49.968190821428585
cameroon,2018,2018,4.165041000000001,11.545193,CMR.2,CMR.2.2,28,0,56.98795442857145
cameroon,2018,2018,3.622330000000001,11.169312999999994,CMR.2,CMR.2.8,28,1,44.67027332142857
cameroon,2018,2018,4.750062,11.218740000000002,CMR.2,CMR.2.3,28,0,53.28345607142858
cameroon,2018,2018,4.1362989999999975,11.414675999999991,CMR.2,CMR.2.2,28,1,19.83529046428572
cameroon,2018,2018,4.954134999999998,12.980351999999998,CMR.2,CMR.2.1,28,1,11.84989375
cameroon,2018,2018,4.568185999999998,13.675670000000007,CMR.3,CMR.3.4,28,0,55.91999621428571
cameroon,2018,2018,2.028929,15.135989999999994,CMR.3,CMR.3.1,28,1,11.30965882142857
cameroon,2018,2018,4.671397999999997,14.590552,CMR.3,CMR.3.3,28,1,19.43185939285714
cameroon,2018,2018,5.898702000000002,14.55593099999999,CMR.3,CMR.3.4,28,0,34.424270178571426
cameroon,2018,2018,4.615053000000002,13.650461000000004,CMR.3,CMR.3.4,28,1,21.714415428571424
cameroon,2018,2018,3.896323999999997,13.282113999999996,CMR.3,CMR.3.2,28,1,16.798386428571426
cameroon,2018,2018,6.04925,14.404377000000007,CMR.3,CMR.3.4,26,1,13.23975403846154
cameroon,2018,2018,4.444581999999998,14.345481000000005,CMR.3,CMR.3.3,28,0,47.53188571428571
cameroon,2018,2018,3.4823460000000024,15.375729999999992,CMR.3,CMR.3.1,28,1,13.25069707142857
cameroon,2018,2018,4.0398419999999975,14.942563000000003,CMR.3,CMR.3.3,28,0,15.347662785714286
cameroon,2018,2018,4.797348,13.797686,CMR.3,CMR.3.4,28,1,15.109841321428574
cameroon,2018,2018,4.432266999999999,14.370070999999998,CMR.3,CMR.3.3,28,0,46.93235264285713
cameroon,2018,2018,4.981892,14.365259999999994,CMR.3,CMR.3.4,28,1,27.03075964285714
cameroon,2018,2018,4.300911,14.602434000000002,CMR.3,CMR.3.3,28,1,13.685871428571431
cameroon,2018,2018,4.559971000000002,13.686116000000007,CMR.3,CMR.3.4,28,0,51.79469378571429
cameroon,2018,2018,4.211697,14.71328899999999,CMR.3,CMR.3.3,28,1,12.987748178571428
cameroon,2018,2018,4.038016999999997,12.933707000000007,CMR.3,CMR.3.2,28,1,16.399969000000002
cameroon,2018,2018,4.253891999999997,13.809414000000002,CMR.3,CMR.3.3,28,1,14.38483692857143
cameroon,2018,2018,3.174113000000001,13.590278000000009,CMR.3,CMR.3.2,28,1,21.44506346428571
cameroon,2018,2018,3.510020999999999,15.064297000000009,CMR.3,CMR.3.1,28,0,48.85571685714286
cameroon,2018,2018,5.582779000000001,13.921151000000004,CMR.3,CMR.3.4,20,1,14.906986250000005
cameroon,2018,2018,4.261250000000003,12.899311000000008,CMR.3,CMR.3.2,27,1,12.123241925925925
cameroon,2018,2018,4.919116000000002,13.508379999999992,CMR.3,CMR.3.4,28,1,15.127658607142855
cameroon,2018,2018,3.962432000000003,13.185142999999998,CMR.3,CMR.3.2,28,0,44.85328928571428
cameroon,2018,2018,4.587754000000003,13.702017000000009,CMR.3,CMR.3.4,28,0,59.78522457142857
cameroon,2018,2018,4.240796000000002,13.43370600000001,CMR.3,CMR.3.2,28,0,31.327678321428568
cameroon,2018,2018,3.555456000000002,13.116248,CMR.3,CMR.3.2,28,1,12.787446357142857
cameroon,2018,2018,4.576768,13.66366799999999,CMR.3,CMR.3.4,28,0,55.70294221428572
cameroon,2018,2018,4.561176000000002,13.664823000000007,CMR.3,CMR.3.4,28,0,59.84303275
cameroon,2018,2018,4.111127999999997,13.24074,CMR.3,CMR.3.2,28,1,27.80564432142857
cameroon,2018,2018,4.558363,13.691008000000007,CMR.3,CMR.3.4,28,0,65.11779874999999
cameroon,2018,2018,2.6212810000000006,16.06678699999999,CMR.3,CMR.3.1,28,1,40.27341642857142
cameroon,2018,2018,4.066000000000002,13.808247999999995,CMR.3,CMR.3.3,28,1,17.027989678571434
cameroon,2018,2018,4.909729999999997,13.288619,CMR.3,CMR.3.4,28,0,47.73978689285713
cameroon,2018,2018,10.748741999999996,14.607246999999989,CMR.4,CMR.4.1,28,0,31.666680928571427
cameroon,2018,2018,10.772808,13.80508200000001,CMR.4,CMR.4.6,28,1,16.170905714285716
cameroon,2018,2018,10.838436,15.06912,CMR.4,CMR.4.3,1,1,13.05829
cameroon,2018,2018,10.368687,14.31243799999999,CMR.4,CMR.4.4,28,1,13.244561785714287
cameroon,2018,2018,11.090557999999993,14.068868000000004,CMR.4,CMR.4.5,28,1,11.316231964285716
cameroon,2018,2018,10.793888,13.865085000000004,CMR.4,CMR.4.6,28,1,10.152415714285716
cameroon,2018,2018,11.169954999999998,14.028216999999998,CMR.4,CMR.4.5,28,0,22.74725839285714
cameroon,2018,2018,10.247074999999995,14.828123000000003,CMR.4,CMR.4.4,28,1,11.490505678571427
cameroon,2018,2018,10.614290000000004,13.560028999999991,CMR.4,CMR.4.6,25,1,24.903145360000003
cameroon,2018,2018,11.156257,14.078264999999991,CMR.4,CMR.4.5,28,1,18.337120178571432
cameroon,2018,2018,10.122273000000003,14.441903000000009,CMR.4,CMR.4.4,28,0,39.61029246428571
cameroon,2018,2018,12.058918000000004,15.05455799999999,CMR.4,CMR.4.2,28,0,34.93405028571428
cameroon,2018,2018,10.440494,14.192450000000004,CMR.4,CMR.4.1,27,1,14.985987074074073
cameroon,2018,2018,10.593659,14.333871999999989,CMR.4,CMR.4.1,27,0,43.81200333333332
cameroon,2018,2018,10.802513,14.457950999999994,CMR.4,CMR.4.1,28,1,16.620025714285713
cameroon,2018,2018,11.228243,15.005342,CMR.4,CMR.4.2,26,1,23.01411938461539
cameroon,2018,2018,12.008758,14.936906000000006,CMR.4,CMR.4.2,28,1,15.703806321428573
cameroon,2018,2018,12.350074000000005,14.567903,CMR.4,CMR.4.2,28,1,18.01359392857143
cameroon,2018,2018,10.886332,14.161125000000007,CMR.4,CMR.4.5,28,1,16.348795964285713
cameroon,2018,2018,10.1799,14.929781999999992,CMR.4,CMR.4.3,27,1,11.752625444444446
cameroon,2018,2018,10.448001,13.606848000000006,CMR.4,CMR.4.6,25,1,16.2192126
cameroon,2018,2018,10.329202000000004,13.778281999999994,CMR.4,CMR.4.6,28,1,21.87343060714286
cameroon,2018,2018,10.977955,14.238402000000006,CMR.4,CMR.4.5,27,0,32.10014222222222
cameroon,2018,2018,10.379939000000002,13.596060000000003,CMR.4,CMR.4.6,28,1,19.60507042857143
cameroon,2018,2018,10.340473,15.231033000000007,CMR.4,CMR.4.3,27,0,53.56813696296296
cameroon,2018,2018,10.544287,14.653674000000008,CMR.4,CMR.4.1,27,1,17.285587555555555
cameroon,2018,2018,10.504882000000004,13.999160000000003,CMR.4,CMR.4.6,28,1,18.48366335714286
cameroon,2018,2018,10.739425,13.787166000000008,CMR.4,CMR.4.6,28,0,32.381034535714285
cameroon,2018,2018,10.605102999999993,14.350938999999997,CMR.4,CMR.4.1,27,0,48.74375348148147
cameroon,2018,2018,10.023208000000006,15.02602100000001,CMR.4,CMR.4.3,28,1,15.674081428571428
cameroon,2018,2018,10.588632999999996,14.309556999999998,CMR.4,CMR.4.1,27,0,50.83880329629629
cameroon,2018,2018,10.405851000000002,15.109806999999993,CMR.4,CMR.4.3,28,1,13.942661821428572
cameroon,2018,2018,10.123382999999995,14.95387799999999,CMR.4,CMR.4.3,27,0,25.563321
cameroon,2018,2018,10.703893999999996,15.116650999999994,CMR.4,CMR.4.3,28,1,16.642374178571433
cameroon,2018,2018,10.612032,14.343363000000007,CMR.4,CMR.4.1,28,0,48.75730549999999
cameroon,2018,2018,10.635626,14.312358000000003,CMR.4,CMR.4.1,27,0,35.661858592592594
cameroon,2018,2018,12.769557000000004,14.560724999999994,CMR.4,CMR.4.2,28,0,28.055018285714286
cameroon,2018,2018,12.066657,15.035812000000004,CMR.4,CMR.4.2,28,0,51.84063925
cameroon,2018,2018,10.481704000000004,14.784791999999998,CMR.4,CMR.4.4,26,1,14.26904557692308
cameroon,2018,2018,10.985031999999997,14.349722999999996,CMR.4,CMR.4.5,28,1,12.250512214285717
cameroon,2018,2018,10.651806,13.91417000000001,CMR.4,CMR.4.6,28,1,25.279667428571425
cameroon,2018,2018,10.850829999999997,14.659263000000006,CMR.4,CMR.4.1,27,1,18.06779814814815
cameroon,2018,2018,10.511902999999998,14.37952000000001,CMR.4,CMR.4.4,27,1,17.045714296296303
cameroon,2018,2018,10.269892000000002,15.31401899999999,CMR.4,CMR.4.3,28,1,10.779335821428573
cameroon,2018,2018,12.370663999999996,14.306798000000011,CMR.4,CMR.4.2,28,1,14.264027750000006
cameroon,2018,2018,10.773269000000004,14.137739000000009,CMR.4,CMR.4.1,28,1,13.224959142857143
cameroon,2018,2018,10.651999999999992,14.456058,CMR.4,CMR.4.1,28,1,18.89704071428572
cameroon,2018,2018,12.576924000000004,14.46107799999999,CMR.4,CMR.4.2,28,0,21.85289492857143
cameroon,2018,2018,4.950830999999996,9.950312999999996,CMR.5,CMR.5.1,28,0,47.36237021428572
cameroon,2018,2018,3.8010510000000006,10.092532000000004,CMR.5,CMR.5.3,28,0,53.70883703571428
cameroon,2018,2018,5.087755,9.856234,CMR.5,CMR.5.1,28,0,39.34797882142858
cameroon,2018,2018,4.958219,9.961853,CMR.5,CMR.5.1,28,1,41.91406557142857
cameroon,2018,2018,4.175106999999998,9.644479999999993,CMR.5,CMR.5.1,28,0,51.94545932142855
cameroon,2018,2018,3.8114369999999993,9.873705,CMR.5,CMR.5.3,25,1,38.49724652
cameroon,2018,2018,4.721238,9.753882000000004,CMR.5,CMR.5.1,28,0,49.7507279642857
cameroon,2018,2018,3.868816,10.625104,CMR.5,CMR.5.3,28,1,35.15799346428572
cameroon,2018,2018,3.804359000000001,10.146854,CMR.5,CMR.5.3,28,0,55.89193053571427
cameroon,2018,2018,3.778154,10.130628,CMR.5,CMR.5.3,28,0,64.71907457142859
cameroon,2018,2018,4.667212000000004,9.707136999999994,CMR.5,CMR.5.1,28,1,43.87935078571429
cameroon,2018,2018,4.862767000000001,9.832932,CMR.5,CMR.5.1,28,0,47.44930900000001
cameroon,2018,2018,4.709464999999998,9.884908999999997,CMR.5,CMR.5.1,27,1,16.755738407407406
cameroon,2018,2018,4.320178999999999,9.601975,CMR.5,CMR.5.1,28,1,43.38557710714285
cameroon,2018,2018,4.194429999999998,9.873166,CMR.5,CMR.5.2,27,1,40.06282337037037
cameroon,2018,2018,5.0086450000000005,9.950183,CMR.5,CMR.5.1,28,1,42.76929028571429
cameroon,2018,2018,4.582974000000003,9.667337000000002,CMR.5,CMR.5.1,28,0,48.23388046428572
cameroon,2018,2018,4.502325,10.803491000000005,CMR.5,CMR.5.3,28,1,34.531729000000006
cameroon,2018,2018,4.798789999999998,10.299677999999997,CMR.5,CMR.5.2,28,1,18.97540132142857
cameroon,2018,2018,4.228224999999999,10.569591,CMR.5,CMR.5.3,24,1,35.95913375
cameroon,2018,2018,4.494996,9.566561000000004,CMR.5,CMR.5.1,28,0,58.97896064285714
cameroon,2018,2018,4.950721,9.937456,CMR.5,CMR.5.1,28,0,51.60560603571429
cameroon,2018,2018,5.053656999999999,9.957573999999996,CMR.5,CMR.5.1,28,0,35.91356164285715
cameroon,2018,2018,4.127710000000003,10.412338,CMR.5,CMR.5.3,28,1,38.73313196428571
cameroon,2018,2018,4.764376,9.753129,CMR.5,CMR.5.1,28,0,38.45833071428572
cameroon,2018,2018,4.713735999999998,9.721380000000003,CMR.5,CMR.5.1,28,0,51.3141155
cameroon,2018,2018,5.134994000000003,9.96842900000001,CMR.5,CMR.5.1,28,0,44.53711778571429
cameroon,2018,2018,4.946776,9.922827000000003,CMR.5,CMR.5.1,28,0,45.8587387142857
cameroon,2018,2018,3.645990999999999,9.662825,CMR.5,CMR.5.3,25,1,25.12317584
cameroon,2018,2018,4.960421999999997,9.937793,CMR.5,CMR.5.1,28,0,51.92329024999999
cameroon,2018,2018,4.387741000000002,9.590052000000004,CMR.5,CMR.5.1,27,1,38.34619474074074
cameroon,2018,2018,3.809854000000001,10.108285999999996,CMR.5,CMR.5.3,27,0,68.52692674074075
cameroon,2018,2018,7.843986,14.871080000000005,CMR.7,CMR.7.4,28,1,13.150177714285718
cameroon,2018,2018,9.223457999999995,13.783770000000002,CMR.7,CMR.7.1,28,1,23.76241853571429
cameroon,2018,2018,9.920982000000002,13.944998999999996,CMR.7,CMR.7.3,27,0,48.51085581481483
cameroon,2018,2018,9.936657999999998,14.023691999999995,CMR.7,CMR.7.3,27,1,22.292523777777777
cameroon,2018,2018,9.820204999999994,13.876900999999997,CMR.7,CMR.7.3,27,1,17.9886402962963
cameroon,2018,2018,9.020506000000005,13.518951,CMR.7,CMR.7.1,28,0,37.637036821428566
cameroon,2018,2018,9.908817,14.167311999999995,CMR.7,CMR.7.3,28,1,11.392705392857142
cameroon,2018,2018,8.923250999999995,12.913197000000007,CMR.7,CMR.7.1,28,1,12.92211678571429
cameroon,2018,2018,8.994368000000001,13.755898,CMR.7,CMR.7.1,26,1,15.12137803846154
cameroon,2018,2018,9.358203,13.396391999999995,CMR.7,CMR.7.1,26,0,48.17112
cameroon,2018,2018,9.311517000000004,13.865478999999995,CMR.7,CMR.7.1,28,0,16.276190285714286
cameroon,2018,2018,9.051264000000002,12.886104999999992,CMR.7,CMR.7.2,28,0,31.701921964285702
cameroon,2018,2018,8.521784999999998,13.577346000000004,CMR.7,CMR.7.1,18,1,23.910920000000004
cameroon,2018,2018,9.592743000000006,13.803418,CMR.7,CMR.7.3,25,1,16.422066280000003
cameroon,2018,2018,9.389191000000006,13.645008000000004,CMR.7,CMR.7.1,28,1,17.69091292857143
cameroon,2018,2018,9.528184000000005,14.088293000000002,CMR.7,CMR.7.1,27,1,12.284041962962965
cameroon,2018,2018,9.392016000000009,13.512053999999996,CMR.7,CMR.7.1,28,0,19.76315453571428
cameroon,2018,2018,8.607984999999994,12.990836,CMR.7,CMR.7.2,28,1,13.349845321428573
cameroon,2018,2018,9.360302999999991,13.809349,CMR.7,CMR.7.1,28,1,8.819666035714286
cameroon,2018,2018,8.938917000000002,13.391076999999996,CMR.7,CMR.7.1,27,1,24.74871629629629
cameroon,2018,2018,8.218561999999997,14.947588999999995,CMR.7,CMR.7.4,28,1,15.521295785714283
cameroon,2018,2018,9.017741,12.885085000000002,CMR.7,CMR.7.2,28,1,15.474526428571432
cameroon,2018,2018,8.398613000000005,14.161868000000007,CMR.7,CMR.7.4,27,0,46.12809762962962
cameroon,2018,2018,10.008451000000004,13.497934999999998,CMR.7,CMR.7.3,28,1,31.744174000000008
cameroon,2018,2018,9.296988,13.392829000000004,CMR.7,CMR.7.1,27,0,49.65367855555555
cameroon,2018,2018,9.947233000000002,13.943775000000002,CMR.7,CMR.7.3,28,0,48.12548132142857
cameroon,2018,2018,9.201263000000004,13.580453999999994,CMR.7,CMR.7.1,27,1,14.638240851851856
cameroon,2018,2018,8.312572999999995,14.103468000000005,CMR.7,CMR.7.4,28,1,13.807373107142856
cameroon,2018,2018,7.2357089999999955,15.116890000000009,CMR.7,CMR.7.4,28,1,15.736051357142856
cameroon,2018,2018,9.304593000000004,13.363756000000004,CMR.7,CMR.7.1,27,0,59.69863396296296
cameroon,2018,2018,9.305956000000004,13.378790999999998,CMR.7,CMR.7.1,27,0,47.71763222222223
cameroon,2018,2018,9.354506000000006,13.402444,CMR.7,CMR.7.1,27,1,28.046915814814813
cameroon,2018,2018,9.296844999999996,13.372688999999996,CMR.7,CMR.7.1,28,0,47.75205921428572
cameroon,2018,2018,9.794025,13.775337999999994,CMR.7,CMR.7.3,28,1,16.39527914285714
cameroon,2018,2018,9.544194000000005,13.200813,CMR.7,CMR.7.1,26,1,29.26442296153846
cameroon,2018,2018,10.190109000000003,13.740545,CMR.7,CMR.7.3,27,1,12.898188074074074
cameroon,2018,2018,9.345228999999996,13.430497,CMR.7,CMR.7.1,27,0,49.83540225925927
cameroon,2018,2018,9.316661000000003,13.406750999999993,CMR.7,CMR.7.1,27,0,50.004594
cameroon,2018,2018,8.694151000000003,14.111989999999995,CMR.7,CMR.7.4,28,1,16.892497714285714
cameroon,2018,2018,8.974586999999994,14.007305999999993,CMR.7,CMR.7.4,28,1,15.507587785714287
cameroon,2018,2018,5.239499999999995,10.258331,CMR.8,CMR.8.2,28,1,34.78850835714286
cameroon,2018,2018,5.453996999999998,10.799963999999994,CMR.8,CMR.8.8,28,1,20.24043485714285
cameroon,2018,2018,5.623979,10.863373,CMR.8,CMR.8.8,28,1,24.73164771428572
cameroon,2018,2018,5.493713999999999,10.282935000000002,CMR.8,CMR.8.5,26,1,31.254115384615385
cameroon,2018,2018,6.187259000000001,10.857805000000004,CMR.6,CMR.6.2,26,0,37.34031088461539
cameroon,2018,2018,6.585717999999996,10.722467999999994,CMR.6,CMR.6.3,26,0,19.20010973076923
cameroon,2018,2018,6.589667,10.539598000000009,CMR.6,CMR.6.3,28,0,22.08197282142857
cameroon,2018,2018,6.000152000000001,10.471114,CMR.6,CMR.6.7,25,1,30.37669784
cameroon,2018,2018,5.121191999999999,10.53356,CMR.8,CMR.8.7,28,0,53.8839002857143
cameroon,2018,2018,5.490855999999999,10.411603000000008,CMR.8,CMR.8.6,28,0,52.06860867857144
